"","p_value","mean_exp_in_R","mean_exp_in_NR","per_in_R","per_in_NR","log2_R_NR_"
"LIMS3",0.666307696379925,0.0341532454856027,0.036830969541967,0.00780868716447047,0.00906765868402697,-0.108896695151244
"ZNF865",0.666307696379925,0.033152757442655,0.0414833759590793,0.00780868716447047,0.00906765868402697,-0.323404437072804
"TMEM201",0.666825164004166,0.138755490483163,0.144003720065101,0.0234260614934114,0.0253429435015113,-0.053561222169723
"CD40",0.666950698450718,0.0481307955100049,0.0626830969541967,0.00780868716447047,0.00930016275284818,-0.381116191634699
"SPATA7",0.666950698450718,0.0575402635431918,0.0642827249476866,0.00780868716447047,0.00930016275284818,-0.15985925736294
"ZNF439",0.667501537926575,0.0978818936066374,0.117340153452685,0.0146412884333821,0.0162752848174843,-0.26158286688578
"CHD2",0.667578214081659,3.68661786237189,3.34496628691002,0.492435334309419,0.486631016042781,0.140306210764013
"CDKN2AIP",0.668665122574552,0.864221571498292,0.841960009300163,0.107857491459248,0.111834457102999,0.0376495309085479
"UBXN6",0.669795446637915,0.334968277208394,0.342950476633341,0.0527086383601757,0.0502208788653801,-0.0339757874923578
"ENG",0.669927691753688,0.456056612981942,0.455905603348059,0.0658857979502196,0.0690537084398977,0.000477784820512896
"CCDC85C",0.670210579178569,0.0523182040019522,0.0480725412694722,0.00976085895558809,0.00860265054638456,0.122099945332433
"SNAI1",0.670210579178569,0.0587408491947291,0.054210648686352,0.00976085895558809,0.00860265054638456,0.115787851960239
"TMEM231",0.670210579178569,0.0661298194241093,0.0608393396884446,0.00976085895558809,0.00860265054638456,0.120296467065724
"SPDYE3",0.670644555037119,0.678979990239141,0.648228318995582,0.142996583699366,0.138804929086259,0.0668670096991969
"NAT6",0.671082439120927,0.271503172279161,0.271441525226691,0.0356271351878965,0.0381306672866775,0.000327613098252221
"FAM46A",0.671088627121242,0.342981942410932,0.314568704952337,0.0531966813079551,0.0506858870030226,0.124757471678381
"MT-ND5",0.671121845625072,9.27855539287457,9.10896303185306,0.961444607125427,0.963496861195071,0.0266133787917118
"AADACL3",0.671134162663756,0.00197657393850659,0.00634968611950709,0.000488042947779405,0.00116252034410602,-1.6836833540599
"ABCG8",0.671134162663756,0.00105417276720351,0.00607998139967449,0.000488042947779405,0.00116252034410602,-2.52795558203743
"AC005358.1",0.671134162663756,0.00111273792093704,0.00609393164380377,0.000488042947779405,0.00116252034410602,-2.45325947723027
"AC012414.1",0.671134162663756,0.00208394338701806,0.00522901650778889,0.000488042947779405,0.00116252034410602,-1.32722353922392
"ACVRL1",0.671134162663756,0.00334309419228892,0.00549639618693327,0.000488042947779405,0.00116252034410602,-0.717301995396241
"ANGPT1",0.671134162663756,0.00326988775012201,0.00604510578935131,0.000488042947779405,0.00116252034410602,-0.886526475637279
"ARHGAP29",0.671134162663756,0.00594924353343094,0.00811671704254825,0.000488042947779405,0.00116252034410602,-0.448190083999139
"ATP6V1G3",0.671134162663756,0.00312835529526598,0.0068332945826552,0.000488042947779405,0.00116252034410602,-1.12717695009919
"C10orf90",0.671134162663756,0.00309907271839922,0.00738897930713788,0.000488042947779405,0.00116252034410602,-1.25353848075559
"C15orf38",0.671134162663756,0.00388970229380185,0.00623808416647291,0.000488042947779405,0.00116252034410602,-0.681443278336646
"C1QL1",0.671134162663756,0.00129819424109322,0.00437805161590328,0.000488042947779405,0.00116252034410602,-1.75378270217964
"C2orf54",0.671134162663756,0.00200097608589556,0.00624970936991397,0.000488042947779405,0.00116252034410602,-1.64308517633991
"CAMKV",0.671134162663756,0.00257198633479746,0.00707044873285283,0.000488042947779405,0.00116252034410602,-1.45891880246018
"CCKAR",0.671134162663756,0.00191312835529527,0.00418507323878168,0.000488042947779405,0.00116252034410602,-1.12931920016843
"CDH2",0.671134162663756,0.00378721327476818,0.00407114624505929,0.000488042947779405,0.00116252034410602,-0.104298379313027
"CEACAM8",0.671134162663756,0.00354807223035627,0.00634271099744246,0.000488042947779405,0.00116252034410602,-0.838064228171175
"CES3",0.671134162663756,0.0137823328452904,0.0128039990699837,0.000488042947779405,0.00116252034410602,0.106225627053705
"CHSY3",0.671134162663756,0.00233772571986335,0.00499186235759126,0.000488042947779405,0.00116252034410602,-1.09447248318919
"CLDN16",0.671134162663756,0.00225963884821864,0.00541501976284585,0.000488042947779405,0.00116252034410602,-1.26087439401723
"CLSTN2",0.671134162663756,0.00440702781844802,0.00676586840269705,0.000488042947779405,0.00116252034410602,-0.618469113381385
"COLCA1",0.671134162663756,0.00299170326988775,0.0077028598000465,0.000488042947779405,0.00116252034410602,-1.36442707745683
"CRIP3",0.671134162663756,0.0050805270863836,0.00744245524296675,0.000488042947779405,0.00116252034410602,-0.550800461312761
"CTXN2",0.671134162663756,0.0018057589067838,0.00488258544524529,0.000488042947779405,0.00116252034410602,-1.43504000510377
"CYP8B1",0.671134162663756,0.00306490971205466,0.00692397116949547,0.000488042947779405,0.00116252034410602,-1.17575514275707
"DACT2",0.671134162663756,0.00220595412396291,0.00512438967681934,0.000488042947779405,0.00116252034410602,-1.21597739922257
"DPEP1",0.671134162663756,0.00380673499267936,0.00719135084863985,0.000488042947779405,0.00116252034410602,-0.917708657406251
"DSC3",0.671134162663756,0.00161054172767204,0.00498953731690305,0.000488042947779405,0.00116252034410602,-1.6313599995773
"DYNAP",0.671134162663756,0.00324060517325525,0.00690769588467798,0.000488042947779405,0.00116252034410602,-1.09194131155509
"EYA2",0.671134162663756,0.00137628111273792,0.00424319925598698,0.000488042947779405,0.00116252034410602,-1.62437724932255
"F2",0.671134162663756,0.00226939970717423,0.00505696349686119,0.000488042947779405,0.00116252034410602,-1.15596063269466
"FAM13C",0.671134162663756,0.00185456320156174,0.0064868635201116,0.000488042947779405,0.00116252034410602,-1.8064416514522
"FAM180B",0.671134162663756,0.00178623718887262,0.00737270402232039,0.000488042947779405,0.00116252034410602,-2.04527017688639
"FAM27E2",0.671134162663756,0.00294289897510981,0.00765403394559405,0.000488042947779405,0.00116252034410602,-1.37898228158814
"FAT4",0.671134162663756,0.00432894094680332,0.0084933736340386,0.000488042947779405,0.00116252034410602,-0.972323597127552
"GABRB2",0.671134162663756,0.00436798438262567,0.00528249244361776,0.000488042947779405,0.00116252034410602,-0.27425110041966
"GJA1",0.671134162663756,0.00458272327964861,0.00759358288770053,0.000488042947779405,0.00116252034410602,-0.728575580974517
"GOLGA6L6",0.671134162663756,0.00312347486578819,0.00396884445477796,0.000488042947779405,0.00116252034410602,-0.345567101206973
"GPR116",0.671134162663756,0.00216691068814056,0.00648221343873518,0.000488042947779405,0.00116252034410602,-1.58084683258491
"GPT",0.671134162663756,0.00408003904343582,0.0065635898628226,0.000488042947779405,0.00116252034410602,-0.685902134435407
"GYG2",0.671134162663756,0.00150317227916057,0.00754475703324808,0.000488042947779405,0.00116252034410602,-2.3274640752582
"HEPH",0.671134162663756,0.00494875549048316,0.00761683329458266,0.000488042947779405,0.00116252034410602,-0.622125557704265
"HTN1",0.671134162663756,0.00297706198145437,0.00921181120669612,0.000488042947779405,0.00116252034410602,-1.62959558550583
"HTR3D",0.671134162663756,0.00386530014641288,0.005559172285515,0.000488042947779405,0.00116252034410602,-0.524289647698615
"IDO2",0.671134162663756,0.00259150805270864,0.00681934433852592,0.000488042947779405,0.00116252034410602,-1.3958411580194
"IGHV2OR16-5",0.671134162663756,0.00337725719863348,0.0068146942571495,0.000488042947779405,0.00116252034410602,-1.01279687811941
"IGKV1-37",0.671134162663756,0.00184480234260615,0.00514996512438968,0.000488042947779405,0.00116252034410602,-1.48109641228791
"IGKV1D-13",0.671134162663756,0.00345534407027818,0.00415252266914671,0.000488042947779405,0.00116252034410602,-0.265158668104823
"ITIH2",0.671134162663756,0.00269399707174231,0.00373169030458033,0.000488042947779405,0.00116252034410602,-0.470080978298094
"KCNA7",0.671134162663756,0.00411420204978038,0.00759125784701232,0.000488042947779405,0.00116252034410602,-0.883726308558308
"KCNJ11",0.671134162663756,0.00399707174231332,0.00740990467333178,0.000488042947779405,0.00116252034410602,-0.890511515203442
"KCNMB2",0.671134162663756,0.00226451927769644,0.00514996512438968,0.000488042947779405,0.00116252034410602,-1.18535784138141
"KIAA1211",0.671134162663756,0.00273304050756467,0.0061009067658684,0.000488042947779405,0.00116252034410602,-1.15851684073971
"KLK11",0.671134162663756,0.00387018057589068,0.00708672401767031,0.000488042947779405,0.00116252034410602,-0.872717984855941
"KLK8",0.671134162663756,0.00190824792581747,0.00502673796791444,0.000488042947779405,0.00116252034410602,-1.3973738634939
"KRT25",0.671134162663756,0.00350414836505612,0.00739827946989072,0.000488042947779405,0.00116252034410602,-1.07812593957459
"KRT4",0.671134162663756,0.00307955100048804,0.00682631946059056,0.000488042947779405,0.00116252034410602,-1.14838791092726
"KRTAP3-1",0.671134162663756,0.0035236700829673,0.00547547082073936,0.000488042947779405,0.00116252034410602,-0.635904170679572
"LDLRAD2",0.671134162663756,0.00112737920937042,0.00459893048128342,0.000488042947779405,0.00116252034410602,-2.02832552240965
"LPPR4",0.671134162663756,0.00346022449975598,0.00465473145780051,0.000488042947779405,0.00116252034410602,-0.427832294663075
"LRRC8E",0.671134162663756,0.00428989751098097,0.00517554057196001,0.000488042947779405,0.00116252034410602,-0.270766375265153
"LUZPP1",0.671134162663756,0.00249877989263055,0.0068332945826552,0.000488042947779405,0.00116252034410602,-1.45135749671793
"MAGEA3",0.671134162663756,0.00158125915080527,0.00864217623808417,0.000488042947779405,0.00116252034410602,-2.45032082304373
"MAGEA8",0.671134162663756,0.00346022449975598,0.00601488026040456,0.000488042947779405,0.00116252034410602,-0.797670374511822
"MARVELD1",0.671134162663756,0.0026207906295754,0.00533131829807022,0.000488042947779405,0.00116252034410602,-1.02449021466198
"MMP2",0.671134162663756,0.00265495363591996,0.00506626365961404,0.000488042947779405,0.00116252034410602,-0.932235492932165
"NCCRP1",0.671134162663756,0.00159102000976086,0.00647058823529412,0.000488042947779405,0.00116252034410602,-2.02394489216713
"NLRP11",0.671134162663756,0.00238653001464129,0.00608230644036271,0.000488042947779405,0.00116252034410602,-1.34970402361245
"NR2F1",0.671134162663756,0.00361151781356759,0.00428737502906301,0.000488042947779405,0.00116252034410602,-0.247489332979623
"OLFM3",0.671134162663756,0.00391410444119083,0.00626830969541967,0.000488042947779405,0.00116252034410602,-0.679394207793535
"OLIG1",0.671134162663756,0.00364080039043436,0.00918158567774936,0.000488042947779405,0.00116252034410602,-1.33448768527171
"OR10G3",0.671134162663756,0.000985846754514397,0.00620088351546152,0.000488042947779405,0.00116252034410602,-2.65303847986573
"OR1M1",0.671134162663756,0.00329917032698877,0.00508718902580795,0.000488042947779405,0.00116252034410602,-0.62476543957697
"OR1S2",0.671134162663756,0.0035285505124451,0.00523831667054173,0.000488042947779405,0.00116252034410602,-0.570027614350907
"OR2T1",0.671134162663756,0.00465104929233773,0.00483840967216926,0.000488042947779405,0.00116252034410602,-0.0569766988919901
"PCDHB8",0.671134162663756,0.00230844314299658,0.00756568239944199,0.000488042947779405,0.00116252034410602,-1.71255001539973
"PCOLCE2",0.671134162663756,0.00260614934114202,0.00474540804464078,0.000488042947779405,0.00116252034410602,-0.864612388411762
"PI15",0.671134162663756,0.0018887262079063,0.00672401767030923,0.000488042947779405,0.00116252034410602,-1.8319099338733
"PKP2",0.671134162663756,0.00646656905807711,0.00732387816786794,0.000488042947779405,0.00116252034410602,-0.179607322003314
"POSTN",0.671134162663756,0.00146412884333821,0.00857707509881423,0.000488042947779405,0.00116252034410602,-2.55044323626553
"POTEG",0.671134162663756,0.0180966325036603,0.028498023715415,0.000488042947779405,0.00116252034410602,-0.655140614932228
"PPP1R1C",0.671134162663756,0.00220595412396291,0.00491978609625668,0.000488042947779405,0.00116252034410602,-1.15719280276544
"PRDM16",0.671134162663756,0.00454856027330405,0.0066031155545222,0.000488042947779405,0.00116252034410602,-0.537736922804361
"PROM2",0.671134162663756,0.00312347486578819,0.00861195070913741,0.000488042947779405,0.00116252034410602,-1.46318814143947
"PROP1",0.671134162663756,0.00291849682772084,0.00406417112299465,0.000488042947779405,0.00116252034410602,-0.47773564836909
"PRPH",0.671134162663756,0.0052464616886286,0.00415949779121135,0.000488042947779405,0.00116252034410602,0.334935419358317
"PTPRQ",0.671134162663756,0.00166422645192777,0.00536386886770518,0.000488042947779405,0.00116252034410602,-1.68842221272541
"PVRL4",0.671134162663756,0.00363103953147877,0.00836549639618693,0.000488042947779405,0.00116252034410602,-1.20406851321005
"RAB39A",0.671134162663756,0.00168374816983895,0.00752150662636596,0.000488042947779405,0.00116252034410602,-2.15934529828094
"RAB3C",0.671134162663756,0.00267447535383114,0.00645663799116485,0.000488042947779405,0.00116252034410602,-1.27152723192492
"RCVRN",0.671134162663756,0.00115666178623719,0.00493373634038596,0.000488042947779405,0.00116252034410602,-2.0927135450831
"RERG",0.671134162663756,0.00233772571986335,0.00503138804929086,0.000488042947779405,0.00116252034410602,-1.10585079115723
"RHOJ",0.671134162663756,0.00353831137140068,0.00668216693792141,0.000488042947779405,0.00116252034410602,-0.917255014621637
"RND2",0.671134162663756,0.00435822352367008,0.00614508253894443,0.000488042947779405,0.00116252034410602,-0.495692197586944
"RP11-1085N6.3",0.671134162663756,0.0040165934602245,0.0040920716112532,0.000488042947779405,0.00116252034410602,-0.026858946169631
"RP11-451M19.3",0.671134162663756,0.00389946315275744,0.00651243896768193,0.000488042947779405,0.00116252034410602,-0.739922428213127
"SCAND3",0.671134162663756,0.00112249877989263,0.00557312252964427,0.000488042947779405,0.00116252034410602,-2.31177199577135
"SCARA3",0.671134162663756,0.00346510492923377,0.00826086956521739,0.000488042947779405,0.00116252034410602,-1.25339461200577
"SDR16C5",0.671134162663756,0.00107369448511469,0.00572890025575448,0.000488042947779405,0.00116252034410602,-2.41567468023684
"SEMA6D",0.671134162663756,0.00315763787213275,0.00506858870030226,0.000488042947779405,0.00116252034410602,-0.682738370738378
"SERPINB2",0.671134162663756,0.00202049780380673,0.00423157405254592,0.000488042947779405,0.00116252034410602,-1.06648363065333
"SHISA3",0.671134162663756,0.0024597364568082,0.00782376191583353,0.000488042947779405,0.00116252034410602,-1.66935871906436
"SLC4A3",0.671134162663756,0.0029526598340654,0.00427574982562195,0.000488042947779405,0.00116252034410602,-0.534162285316578
"SMIM21",0.671134162663756,0.00560761346998536,0.00711927458730528,0.000488042947779405,0.00116252034410602,-0.344343337920272
"SPRR1A",0.671134162663756,0.0037725719863348,0.0084166472913276,0.000488042947779405,0.00116252034410602,-1.15769723111232
"SPTA1",0.671134162663756,0.00390434358223524,0.00559404789583818,0.000488042947779405,0.00116252034410602,-0.518812590467949
"SRRM5",0.671134162663756,0.00481210346510493,0.0110113926993722,0.000488042947779405,0.00116252034410602,-1.19425738231764
"SYT1",0.671134162663756,0.00167886774036115,0.00734712857475006,0.000488042947779405,0.00116252034410602,-2.12969194142896
"TBC1D29",0.671134162663756,0.00445095168374817,0.00802371541501976,0.000488042947779405,0.00116252034410602,-0.850156597337371
"TDRD1",0.671134162663756,0.00447535383113714,0.00566612415717275,0.000488042947779405,0.00116252034410602,-0.340360465194883
"TMEM246",0.671134162663756,0.00403611517813568,0.00717507556382237,0.000488042947779405,0.00116252034410602,-0.830026680466058
"TNFSF18",0.671134162663756,0.00202049780380673,0.00725412694722158,0.000488042947779405,0.00116252034410602,-1.84409120931688
"TPSAB1",0.671134162663756,0.00242069302098585,0.0045361543827017,0.000488042947779405,0.00116252034410602,-0.906049605288748
"TRIM6",0.671134162663756,0.00367496339677892,0.00625668449197861,0.000488042947779405,0.00116252034410602,-0.767668474035086
"TSPAN1",0.671134162663756,0.00171303074670571,0.00690304580330156,0.000488042947779405,0.00116252034410602,-2.01068201074869
"TTC40",0.671134162663756,0.00149829184968277,0.00639618693327133,0.000488042947779405,0.00116252034410602,-2.09389343201263
"ZBTB47",0.671134162663756,0.00457784285017082,0.00769820971867008,0.000488042947779405,0.00116252034410602,-0.74985503594822
"ZFPM2",0.671134162663756,0.00181063933626159,0.00711462450592885,0.000488042947779405,0.00116252034410602,-1.97428841402581
"EIF1AD",0.671145835123107,1.30372376769156,1.20402929551267,0.177159590043924,0.172750523134155,0.114767729410579
"ZNF836",0.671670484377033,0.270229380185456,0.242801674029296,0.0390434358223524,0.0367356428737503,0.154406169033309
"HLA-F",0.672210540171226,7.50609077598829,7.70222738897931,0.973157637872133,0.97488956056731,-0.0372139779522251
"FAM210B",0.672449381100408,0.0948169838945827,0.115712624970937,0.0151293313811615,0.0169727970239479,-0.287328872958114
"FBXO2",0.672449381100408,0.10502196193265,0.11048128342246,0.0151293313811615,0.0169727970239479,-0.0731109318347291
"SWSAP1",0.672533312939117,0.167637872132748,0.188086491513601,0.0244021473889702,0.0265054638456173,-0.166048123117869
"LTA",0.672824913472659,0.355710102489019,0.385700999767496,0.0502684236212787,0.0530109276912346,-0.116780936723973
"ALOX15",0.672898054406291,0.0187115666178624,0.015252266914671,0.00439238653001464,0.00372006510113927,0.294906669096107
"FXYD1",0.672898054406291,0.0185407515861396,0.0137200651011393,0.00439238653001464,0.00372006510113927,0.434412400598739
"KRTAP5-11",0.672898054406291,0.0192874572962421,0.0142897000697512,0.00439238653001464,0.00372006510113927,0.432687326925118
"MERTK",0.672898054406291,0.0248267447535383,0.0203138804929086,0.00439238653001464,0.00372006510113927,0.289429250664257
"RASEF",0.672898054406291,0.0283992191312836,0.0277819111834457,0.00439238653001464,0.00372006510113927,0.0317054125993837
"SLC29A4",0.672898054406291,0.0199902391410444,0.0201604278074866,0.00439238653001464,0.00372006510113927,-0.0122305223922742
"TSSK2",0.672898054406291,0.0252659834065398,0.0195349918623576,0.00439238653001464,0.00372006510113927,0.371135679307813
"SLC35D2",0.672985955969003,0.262537823328453,0.258312020460358,0.0361151781356759,0.0385956754243199,0.0234105037706877
"PKD2L2",0.674147498223281,0.0907515861395803,0.0842664496628691,0.0175695461200586,0.0160427807486631,0.106964516044687
"SLC6A16",0.674147498223281,0.102342606149341,0.0966263659614043,0.0175695461200586,0.0160427807486631,0.0829180680910856
"ZCWPW1",0.674147498223281,0.116617862371889,0.104803534061846,0.0175695461200586,0.0160427807486631,0.154101416669641
"CLCN7",0.674184623773752,0.306832601268912,0.322334340850965,0.0507564665690581,0.053475935828877,-0.0711061196400742
"NAV3",0.674692515350438,0.0292728160078087,0.0311927458730528,0.00829673011224988,0.00953266682166938,-0.091649019762203
"C17orf67",0.67480886586973,0.133621278672523,0.130504533829342,0.0273304050756467,0.0255754475703325,0.0340498417024334
"SUFU",0.674861088420607,0.1934065397755,0.192357591257847,0.0366032210834553,0.0390606835619623,0.00784581267425574
"ITSN1",0.675035765155309,0.0440507564665691,0.0564450127877238,0.00829673011224988,0.00976517089049058,-0.357679322771021
"OMG",0.675035765155309,0.061966813079551,0.0565612648221344,0.00829673011224988,0.00976517089049058,0.131681391141527
"ZNF57",0.675035765155309,0.0606979014153246,0.0747733085328993,0.00829673011224988,0.00976517089049058,-0.300876732883557
"GRPEL1",0.675388193913049,1.15022938018546,1.1359962799349,0.142508540751586,0.14671006742618,0.017963483480986
"INO80",0.675963390057297,0.410092728160078,0.39044175773076,0.068814055636896,0.0718437572657522,0.0708428044265592
"ZDHHC8",0.676364485235574,0.207823328452904,0.196328760753313,0.0400195217179112,0.0378981632178563,0.0820860750767679
"C15orf37",0.676600043314147,0.018530990727184,0.0215973029528017,0.00341630063445583,0.00441757730760288,-0.220911146875305
"C16orf71",0.676600043314147,0.0177354807223036,0.0234224598930481,0.00341630063445583,0.00441757730760288,-0.401254164490668
"CLTCL1",0.676600043314147,0.0177061981454368,0.0238874680306905,0.00341630063445583,0.00441757730760288,-0.431999470885034
"LRRC70",0.676600043314147,0.0237628111273792,0.0340037200651011,0.00341630063445583,0.00441757730760288,-0.516987072042961
"PRX",0.676600043314147,0.0205075646656906,0.0257963264357126,0.00341630063445583,0.00441757730760288,-0.331009453477925
"RP3-369A17.5",0.676600043314147,0.0254172767203514,0.028256219483841,0.00341630063445583,0.00441757730760288,-0.152758990308554
"RPL36A-HNRNPH2",0.676600043314147,0.0206149341142021,0.0203045803301558,0.00341630063445583,0.00441757730760288,0.0218846414479345
"NUDT18",0.676654920580277,0.106530014641288,0.124963961869333,0.0156173743289409,0.0172053010927691,-0.230252134184368
"ZNF780A",0.677084191898369,0.302240117130307,0.277900488258545,0.0405075646656906,0.0381306672866775,0.121126796651481
"CCDC174",0.677526751357416,1.05458760370913,1.04574285049988,0.144948755490483,0.149035108114392,0.0121508089325109
"TOP2B",0.67772959734315,1.49889702293802,1.44546617065799,0.231332357247438,0.226691467100674,0.0523664260879781
"FITM2",0.677822848689982,0.0662030258662762,0.0571401999534992,0.0102489019033675,0.00906765868402697,0.212391073381475
"MFSD2B",0.677822848689982,0.0590385553928746,0.0578702627295978,0.0102489019033675,0.00906765868402697,0.0288352267795433
"FXYD2",0.678022765490232,0.213567593948267,0.231999534991862,0.025378233284529,0.0274354801209021,-0.119429159909441
"RAPGEF2",0.678182556711499,0.311830161054173,0.320023250406882,0.0522205954123963,0.0548709602418042,-0.0374162478109097
"TSEN2",0.67850420274508,0.221029770619815,0.178346896070681,0.0283064909712055,0.0262729597767961,0.30955459256162
"UTY",0.67936919219556,1.54767691556857,1.41563589862823,0.235236700829673,0.230411532201814,0.128654081762956
"NDST2",0.679434547787437,0.385968765251342,0.39945361543827,0.0527086383601757,0.0555684724482678,-0.0495438858273509
"VPS13D",0.679672049051347,1.18553440702782,1.15515926528714,0.183992191312836,0.188560799813997,0.0374457598032688
"ZNF235",0.679843601169386,0.194914592484139,0.189621018367821,0.0283064909712055,0.0265054638456173,0.0397232161992864
"ANK1",0.680277723237949,0.029053196681308,0.0179679144385027,0.00488042947779405,0.00395256916996047,0.693273947125742
"FAM89A",0.680277723237949,0.0316398243045388,0.0245454545454545,0.00488042947779405,0.00395256916996047,0.366285705043246
"HSD17B14",0.680277723237949,0.0343045387994143,0.0288095791676354,0.00488042947779405,0.00395256916996047,0.251850883910725
"LRRN2",0.680277723237949,0.0277940458760371,0.0248035340618461,0.00488042947779405,0.00395256916996047,0.164230163977951
"MED12L",0.680277723237949,0.0225671059053197,0.0207998139967449,0.00488042947779405,0.00395256916996047,0.117650786429483
"MPZ",0.680277723237949,0.0229233772571986,0.0194350151127645,0.00488042947779405,0.00395256916996047,0.238161379722151
"PRPH2",0.680277723237949,0.0321132259638848,0.024933736340386,0.00488042947779405,0.00395256916996047,0.365068511573445
"RHOU",0.680277723237949,0.0364812103465105,0.0357916763543362,0.00488042947779405,0.00395256916996047,0.0275294789398784
"SGCD",0.680277723237949,0.0252415812591508,0.0218646826319461,0.00488042947779405,0.00395256916996047,0.207199883090636
"ZNF418",0.680277723237949,0.0428062469497316,0.0265170890490584,0.00488042947779405,0.00395256916996047,0.690898942113368
"CYB561",0.680323136927351,0.301181063933626,0.299788421297373,0.0380673499267936,0.0404557079748896,0.00668640345587163
"DBN1",0.680323136927351,0.285583211322596,0.29457800511509,0.0380673499267936,0.0404557079748896,-0.0447385448457337
"GPD1L",0.680685293582133,0.38692532942899,0.353613113229482,0.0531966813079551,0.0560334805859103,0.129883399550972
"KIF5C",0.680971088526631,0.101200585651537,0.103668914205999,0.0161054172767204,0.0176703092304115,-0.0347657185782815
"MESDC1",0.680971088526631,0.0933772571986335,0.0915043013252732,0.0161054172767204,0.0176703092304115,0.0292316509573264
"SOX6",0.680971088526631,0.0619716935090288,0.0613880492908626,0.0161054172767204,0.0176703092304115,0.0136515670822842
"CTBP2",0.68227077392129,0.0996827720839434,0.0874029295512671,0.0185456320156174,0.0169727970239479,0.189662552452695
"ZNF786",0.682283674907909,0.181888726207906,0.174064171122995,0.0287945339189849,0.0269704719832597,0.0634368516355831
"SLC25A4",0.682489649834315,0.569853587115666,0.565382469193211,0.0722303562713519,0.0753313182980702,0.0113641439962884
"PABPC3",0.682492245540789,0.225348950707662,0.237809811671704,0.00878477306002928,0.00999767495931179,-0.0776475072702385
"ANKRD20A3",0.682575646518887,0.0483748169838946,0.0504882585445245,0.00878477306002928,0.010230179028133,-0.0616917132672506
"IL1RN",0.682575646518887,0.0559834065397755,0.0670448732852825,0.00878477306002928,0.010230179028133,-0.260127741633036
"MAP1B",0.682575646518887,0.0427037579306979,0.0500418507323878,0.00878477306002928,0.010230179028133,-0.228772114083451
"NIPAL2",0.682575646518887,0.0570766227428014,0.0670262729597768,0.00878477306002928,0.010230179028133,-0.231826741834837
"ZNF416",0.682575646518887,0.0727379209370425,0.0783864217623808,0.00878477306002928,0.010230179028133,-0.107896079810317
"GPR18",0.682675519724133,0.769814543679844,0.738172518019065,0.0941922889214251,0.0976517089049058,0.0605529000421706
"C16orf72",0.683173388996152,0.799297218155198,0.788363171355499,0.157637872132748,0.153452685421995,0.019871686157988
"WDR90",0.683561010491269,0.194519277696437,0.201613578237619,0.0263543191800878,0.0285980004650081,-0.0516796649188247
"NLK",0.683957686809342,0.223055148853099,0.233436410137177,0.0390434358223524,0.0416182283189956,-0.0656291516091035
"PON3",0.684852227684602,0.134011713030747,0.109335038363171,0.0185456320156174,0.0172053010927691,0.293603289656452
"EFCAB11",0.684947643790109,0.073626159102001,0.0635433620088352,0.0107369448511469,0.00953266682166938,0.212477018109377
"IL11RA",0.685185061800764,0.467408491947291,0.402459893048128,0.0585651537335286,0.0560334805859103,0.215838926164939
"SSX2IP",0.685804910387375,0.184372864812103,0.196596140432458,0.0268423621278673,0.0288305045338293,-0.0926086571500144
"GPR75",0.68612432044627,0.126715470961445,0.10743780516159,0.0190336749633968,0.0174378051615903,0.238090939462973
"SLC16A6",0.68612432044627,0.1166813079551,0.0986817019297838,0.0190336749633968,0.0174378051615903,0.241718960890577
"ZNF30",0.68612432044627,0.149629087359688,0.121592652871425,0.0190336749633968,0.0174378051615903,0.299334599404948
"TUBGCP5",0.686244312499086,0.284006832601269,0.280262729597768,0.0429477794045876,0.0406882120437108,0.0191457362662827
"EIF5AL1",0.687017777431525,0.30451439726696,0.360385956754243,0.0297706198145437,0.0279004882585445,-0.243032354861587
"A1CF",0.688147682180426,0.00734992679355783,0.00535224366426412,0.00146412884333821,0.000930016275284817,0.457586083473101
"AATK",0.688147682180426,0.0110297706198145,0.00612415717275052,0.00146412884333821,0.000930016275284817,0.848819573979439
"AC021860.1",0.688147682180426,0.0210346510492923,0.0181353173680539,0.00146412884333821,0.000930016275284817,0.213965892272891
"AC025287.1",0.688147682180426,0.0063152757442655,0.00420367356428738,0.00146412884333821,0.000930016275284817,0.587195086510722
"ACTC1",0.688147682180426,0.0114202049780381,0.00737967914438503,0.00146412884333821,0.000930016275284817,0.629958548568988
"ADAMTS7",0.688147682180426,0.00794533918984871,0.00563589862822599,0.00146412884333821,0.000930016275284817,0.495463147726699
"AL359195.1",0.688147682180426,0.00714006832601269,0.00738665426644966,0.00146412884333821,0.000930016275284817,-0.0489831736416028
"ALDOB",0.688147682180426,0.00739873108833577,0.00583585212741223,0.00146412884333821,0.000930016275284817,0.34233453626636
"ANXA10",0.688147682180426,0.0091800878477306,0.00486631016042781,0.00146412884333821,0.000930016275284817,0.915679684200889
"ANXA3",0.688147682180426,0.00915568570034163,0.00429900023250407,0.00146412884333821,0.000930016275284817,1.09066675004458
"ARL13A",0.688147682180426,0.00720839433870181,0.00503371308997907,0.00146412884333821,0.000930016275284817,0.518054948084105
"ARMC3",0.688147682180426,0.00619814543679844,0.00508486398511974,0.00146412884333821,0.000930016275284817,0.285627423544838
"ASB11",0.688147682180426,0.00668130795510005,0.00616833294582655,0.00146412884333821,0.000930016275284817,0.115249917962607
"ATP6V1B1",0.688147682180426,0.0106051732552465,0.00480353406184608,0.00146412884333821,0.000930016275284817,1.14260006724963
